#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
131;2024;2023.0;2017.0;28/01/2019;2019;20/12/2022;30/03/2023;;28/07/2025;22/11/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;83.06;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Formado;Matrícula Vínculo Institucional;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1522.0;1422.0;25;1096;2192;100.0;Não;AC
295;2027;;2016.0;14/01/2022;2022;;;;08/01/2026;29/07/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);79.69;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;39.69;1;;F;Cancelamento por Duplicidade;Cancelamento por Duplicidade;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;31;1096;2192;;Não;AC
296;2027;;2007.0;03/02/2025;2025;;;;09/01/2026;25/10/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);29.31;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;35;1096;2192;;Não;AC
297;2020;;2014.0;30/01/2015;2015;;;;10/01/2026;10/10/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;30;1096;2192;;Não;AC
298;2027;;2012.0;14/01/2022;2022;;;;11/01/2026;22/12/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);94.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;3.09;1;;M;Cancelamento por Duplicidade;Cancelamento por Duplicidade;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;29;1096;2192;;Não;AC
299;2021;;2008.0;23/03/2016;2016;;;;12/01/2026;02/05/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;59.8;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;34.0;1;1.01;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;34;1096;2192;;Não;AC
300;2025;;;30/01/2023;2023;;;;13/01/2026;12/06/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);77.79;AraguaínaTO;1702109;0;Brasileira;FortalezaCE;2304400;Graduação;46.0;1;1.13;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
350;2024;;2015.0;28/01/2019;2019;;;;04/03/2026;16/01/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;BalsasMA;2101400;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Sim;LB_PPI
473;2022;;2012.0;02/03/2017;2017;12/07/2021;01/09/2022;;05/07/2026;12/06/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2009.0;1593.0;30;1096;2192;416.0;Não;AC
303;2021;;2015.0;23/03/2016;2016;;;;16/01/2026;28/04/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;79.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;27;1096;2192;;Não;AC
304;2026;;2021.0;25/01/2024;2024;;;;17/01/2026;09/09/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);74.14;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;41.0;1;1.42;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
136;2024;2024.0;2018.0;28/01/2019;2019;18/10/2023;14/03/2024;10/09/2024;02/08/2025;23/09/2001;18/10/2023;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Ampla concorrência;84.99;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.37;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1872.0;1724.0;24;1096;2192;148.0;Não;AC
24;2021;;2001.0;23/03/2016;2016;18/01/2021;25/03/2021;;12/04/2025;04/11/1975;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;Rio de JaneiroRJ;3304557;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1828.0;1762.0;49;1096;2192;66.0;Não;AC
247;2027;;2020.0;03/02/2025;2025;;;;21/11/2025;04/12/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;68.95;AraguaínaTO;1702109;0;Brasileira;Conceição do AraguaiaPA;1502707;Graduação;19.0;1;0.53;M;Matriculado;Matriculado;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Não;Reingresso
251;2026;;2011.0;30/01/2023;2023;;;;25/11/2025;16/10/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;18.86;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;6.0;2;0.8;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;35;1096;2192;;Não;Reingresso
307;2027;;2018.0;14/01/2022;2022;;;;20/01/2026;01/08/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;0.0;AraguaínaTO;1702109;0;Brasileira;Colinas do TocantinsTO;1705508;Graduação;0.0;2;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;30;1096;2192;;Não;Reingresso
353;2025;;2019.0;03/02/2020;2020;;;;07/03/2026;13/06/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;TocantinópolisTO;1721208;Graduação;9.48;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Sim;LB_PPI
354;2024;;2015.0;28/01/2019;2019;;;;08/03/2026;02/01/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Sim;LB_PPI
358;2026;;2014.0;30/01/2023;2023;;;;12/03/2026;26/04/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;51.4;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;2;0.71;M;Trancado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;28;1096;2192;;Não;Reingresso
313;2027;;2017.0;14/01/2022;2022;;;;26/01/2026;06/12/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;22;1096;2192;;Não;AC
209;2023;2024.0;2017.0;01/02/2018;2018;20/12/2022;09/10/2024;23/10/2024;14/10/2025;22/04/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);77.38;AraguaínaTO;1702109;62;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;3.31;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2442.0;1783.0;25;1096;2192;659.0;Sim;R2
309;2023;2021.0;2014.0;01/02/2018;2018;20/12/2022;16/03/2023;;22/01/2026;23/04/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);77.31;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1869.0;1783.0;25;1096;2192;86.0;Sim;R2
458;2024;;2018.0;28/01/2019;2019;;;;20/06/2026;28/03/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, baixa renda;74.06;AraguaínaTO;1702109;0;Brasileira;São Geraldo do AraguaiaPA;1507458;Graduação;67.6;1;;M;Cancelamento por Desligamento;Evasão;Pública;;;;Urbana;Não;Sim;Sim;;Não;Não;;Não;Não;Sim;Sim;;;24;1096;2192;;Sim;LB_PPI
466;2026;;2009.0;25/01/2024;2024;;;;28/06/2026;18/11/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Reingresso;25.11;AraguaínaTO;1702109;0;Brasileira;FlorianoPI;2203909;Graduação;4.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;36;1096;2192;;Não;Reingresso
318;2026;;2011.0;22/02/2021;2021;;;;31/01/2026;07/04/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;DF;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;BrasíliaDF;5300108;0;Brasileira;AraguaínaTO;1702109;Graduação;28.52;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;33;1096;2192;;Não;AC
319;2021;;2014.0;23/03/2016;2016;;;;01/02/2026;26/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;WanderlândiaTO;1722081;0;Brasileira;AraguaínaTO;1702109;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
149;2024;2024.0;2018.0;28/01/2019;2019;21/06/2024;09/10/2024;21/10/2024;15/08/2025;29/10/2000;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);84.28;AraguaínaTO;1702109;100;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;1.06;F;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2081.0;1971.0;24;1096;2192;110.0;Não;AC
321;2026;;2014.0;22/02/2021;2021;;;;03/02/2026;04/04/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;XambioáTO;1722107;0;Brasileira;XambioáTO;1722107;Graduação;6.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
322;2026;;2023.0;25/01/2024;2024;;;;04/02/2026;15/12/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);74.34;AraguaínaTO;1702109;0;Brasileira;NatalRN;2408102;Graduação;41.0;1;0.33;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Sim;R4
323;2023;;2013.0;01/02/2018;2018;;;;05/02/2026;11/02/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;29;1096;2192;;Não;AC
81;2022;2023.0;2009.0;02/03/2017;2017;20/12/2022;30/03/2023;;08/06/2025;03/08/1987;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;77.95;AraguaínaTO;1702109;0;Brasileira;TucuruíPA;1508100;Graduação;100.0;1;;M;Formado;Matrícula Vínculo Institucional;Privada;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2219.0;2119.0;38;1096;2192;100.0;Não;AC
325;2026;;2022.0;25/01/2024;2024;;;;07/02/2026;21/05/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);86.45;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;0.89;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
326;2024;;2018.0;28/01/2019;2019;;;;08/02/2026;11/07/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;GurupiTO;1709500;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
327;2026;;2015.0;25/01/2024;2024;;;;09/02/2026;13/04/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);72.98;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.37;M;Trancado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;27;1096;2192;;Sim;R2
328;2026;;2022.0;25/01/2024;2024;;;;10/02/2026;14/12/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);75.07;São Bento do TocantinsTO;1720101;0;Brasileira;AugustinópolisTO;1702554;Graduação;38.0;1;0.42;M;Matriculado;Matriculado;Pública;Estadual;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R2
329;2024;;2015.0;28/01/2019;2019;;;;11/02/2026;02/04/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;PalmasTO;1721000;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
330;2025;;2022.0;30/01/2023;2023;;;;12/02/2026;18/04/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);80.42;AraguaínaTO;1702109;0;Brasileira;NazaréTO;1714302;Graduação;66.0;1;0.37;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R2
331;2023;;2005.0;01/02/2018;2018;;;;13/02/2026;20/11/1986;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Divorciado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;4.76;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;38;1096;2192;;Não;AC
42;2020;;2004.0;30/01/2015;2015;18/01/2021;25/03/2021;;30/04/2025;11/04/1986;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;TucuruíPA;1508100;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;39;1096;2192;66.0;Não;AC
333;2025;;2015.0;03/02/2020;2020;;;;15/02/2026;05/08/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;São Domingos do MaranhãoMA;2110708;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Sim;R2
91;2020;;2001.0;30/01/2015;2015;18/01/2021;25/03/2021;;18/06/2025;18/12/1982;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguanãTO;1702158;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;42;1096;2192;66.0;Sim;R2
335;2023;;2016.0;01/02/2018;2018;;;;17/02/2026;27/03/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);1.0;AragominasTO;1701309;0;Brasileira;AraguaínaTO;1702109;Graduação;47.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;26;1096;2192;;Sim;R8
336;2027;;2019.0;14/01/2022;2022;;;;18/02/2026;15/05/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);31.0;WanderlândiaTO;1722081;0;Brasileira;AraguaínaTO;1702109;Graduação;18.0;1;0.73;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
337;2022;;2016.0;02/03/2017;2017;;;;19/02/2026;27/12/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;CarmolândiaTO;1703883;0;Brasileira;BelémPA;1501402;Graduação;95.24;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Não;AC
338;2026;;2023.0;25/01/2024;2024;;;;20/02/2026;31/03/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);73.42;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;41.0;1;0.34;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
339;2021;;2016.0;23/03/2016;2016;;;;21/02/2026;28/12/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
340;2024;;2014.0;28/01/2019;2019;;;;22/02/2026;16/12/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;PA;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;Conceição do AraguaiaPA;1502707;0;Brasileira;RedençãoPA;1506138;Graduação;6.33;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
341;2026;;2020.0;22/02/2021;2021;;;;23/02/2026;23/08/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola pública, independente de renda (R8);89.31;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;92.0;1;1.18;M;Matrícula Vínculo Institucional;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;;;23;1096;2192;;Sim;R8
211;2020;;2009.0;30/01/2015;2015;18/01/2021;25/03/2021;;16/10/2025;10/08/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguatinsTO;1702208;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;32;1096;2192;66.0;Não;AC
343;2021;;2015.0;23/03/2016;2016;;;;25/02/2026;09/08/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;17.38;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
344;2021;;2013.0;23/03/2016;2016;;;;26/02/2026;11/12/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Amarela;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.67;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;29;1096;2192;;Não;AC
345;2026;;2019.0;25/01/2024;2024;;;;27/02/2026;18/03/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);76.9;AraguaínaTO;1702109;0;Brasileira;PalmasTO;1721000;Graduação;14.0;1;1.24;F;Trancado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
346;2025;;2019.0;03/02/2020;2020;;;;28/02/2026;20/02/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;MA;Solteiro;Parda;PS/Ampla Concorrência (Inativa);83.22;CarolinaMA;2102804;0;Brasileira;CarolinaMA;2102804;Graduação;87.0;1;0.21;F;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
347;2027;;2023.0;03/02/2025;2025;;;;01/03/2026;21/03/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);82.83;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;0.97;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
348;2021;;2008.0;23/03/2016;2016;;;;02/03/2026;24/11/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;33;1096;2192;;Não;AC
349;2020;;2009.0;30/01/2015;2015;;;;03/03/2026;28/08/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;33.29;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Não;AC
